Codigo_ID,Categoria,Tipo_Pieza,Material,Diametro_mm,Diametro_pulg,Resistencia,Union,Peso_valor,Peso_unidad,Precio_sin_IVA_CLP,Origen_precio,Descripcion
02-04-004-000-125-075,Fittings,Tee igual,Fierro ductil,125,5-2 1/2,PN10/PN16,B,29.0,kg,54890.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 125-75 mm (5""-2 1/2"") PN10/PN16"
02-04-004-000-125-100,Fittings,Tee igual,Fierro ductil,125,5-4,PN10/PN16,B,30.0,kg,54890.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 125-100 mm (5""-4"") PN10/PN16"
02-04-004-000-125-125,Fittings,Tee igual,Fierro ductil,125,5-5,PN10/PN16,B,25.5,kg,54890.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 125-125 mm (5""-5"") PN10/PN16"
02-04-004-000-150-050,Fittings,Tee igual,Fierro ductil,150,6-1 1/2,PN10/PN16,B,27.2,kg,68100.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 150-50 mm (6""-1 1/2"") PN10/PN16"
02-04-004-000-150-075,Fittings,Tee igual,Fierro ductil,150,6-2 1/2,PN10/PN16,B,28.5,kg,68100.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 150-75 mm (6""-2 1/2"") PN10/PN16"
02-04-004-000-150-100,Fittings,Tee igual,Fierro ductil,150,6-4,PN10/PN16,B,30.5,kg,68100.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 150-100 mm (6""-4"") PN10/PN16"
02-04-004-000-150-150,Fittings,Tee igual,Fierro ductil,150,6-6,PN10/PN16,B,34.5,kg,68100.0,Hidrocentro Collin,"TEE IGUAL FD B DE/DN 150-150 mm (6""-6"") PN10/PN16"
02-04-004-000-200-050,Fittings,Tee igual,Fierro ductil,200,8-1 1/2,PN10/PN16,B,40.0,kg,,,"TEE IGUAL FD B DE/DN 200-50 mm (8""-1 1/2"") PN10/PN16"
02-04-004-000-200-075,Fittings,Tee igual,Fierro ductil,200,8-2 1/2,PN10/PN16,B,42.0,kg,,,"TEE IGUAL FD B DE/DN 200-75 mm (8""-2 1/2"") PN10/PN16"
02-04-004-000-200-100,Fittings,Tee igual,Fierro ductil,200,8-4,PN10/PN16,B,43.0,kg,,,"TEE IGUAL FD B DE/DN 200-100 mm (8""-4"") PN10/PN16"
02-04-004-000-200-150,Fittings,Tee igual,Fierro ductil,200,8-6,PN10/PN16,B,48.0,kg,,,"TEE IGUAL FD B DE/DN 200-150 mm (8""-6"") PN10/PN16"
02-04-004-000-200-200,Fittings,Tee igual,Fierro ductil,200,8-8,PN10/PN16,B,50.0,kg,,,"TEE IGUAL FD B DE/DN 200-200 mm (8""-8"") PN10/PN16"
02-04-004-000-250-100,Fittings,Tee igual,Fierro ductil,250,10-4,PN10/PN16,B,60.0,kg,,,"TEE IGUAL FD B DE/DN 250-100 mm (10""-4"") PN10/PN16"
02-04-004-000-250-150,Fittings,Tee igual,Fierro ductil,250,10-6,PN10/PN16,B,70.0,kg,,,"TEE IGUAL FD B DE/DN 250-150 mm (10""-6"") PN10/PN16"
02-04-004-000-250-200,Fittings,Tee igual,Fierro ductil,250,10-8,PN10/PN16,B,60.0,kg,,,"TEE IGUAL FD B DE/DN 250-200 mm (10""-8"") PN10/PN16"
02-04-004-000-250-250,Fittings,Tee igual,Fierro ductil,250,10-10,PN10/PN16,B,81.0,kg,,,"TEE IGUAL FD B DE/DN 250-250 mm (10""-10"") PN10/PN16"
02-04-004-000-300-100,Fittings,Tee igual,Fierro ductil,300,12-4,PN10/PN16,B,85.0,kg,,,"TEE IGUAL FD B DE/DN 300-100 mm (12""-4"") PN10/PN16"
02-04-004-000-300-150,Fittings,Tee igual,Fierro ductil,300,12-6,PN10/PN16,B,90.0,kg,,,"TEE IGUAL FD B DE/DN 300-150 mm (12""-6"") PN10/PN16"
02-04-004-000-300-200,Fittings,Tee igual,Fierro ductil,300,12-8,PN10/PN16,B,100.0,kg,,,"TEE IGUAL FD B DE/DN 300-200 mm (12""-8"") PN10/PN16"
02-04-004-000-300-300,Fittings,Tee igual,Fierro ductil,300,12-12,PN10/PN16,B,110.0,kg,,,"TEE IGUAL FD B DE/DN 300-300 mm (12""-12"") PN10/PN16"
02-04-004-000-063-063,Fittings,Tee igual,Fierro ductil,63,2-2,PN10/PN16,CC,3.0,kg,,,"TEE IGUAL FD CC DE/DN 63-63 mm (2""-2"") PN10/PN16"
02-04-004-000-075-063,Fittings,Tee igual,Fierro ductil,75,2 1/2-2,PN10/PN16,CC,4.0,kg,35750.0,Hidrocentro Collin,"TEE IGUAL FD CC DE/DN 75-63 mm (2 1/2""-2"") PN10/PN16"
02-04-004-000-075-075,Fittings,Tee igual,Fierro ductil,75,2 1/2-2 1/2,PN10/PN16,CC,4.0,kg,35750.0,Hidrocentro Collin,"TEE IGUAL FD CC DE/DN 75-75 mm (2 1/2""-2 1/2"") PN10/PN16"
02-04-004-000-090-063,Fittings,Tee igual,Fierro ductil,90,3-2,PN10/PN16,CC,5.0,kg,,,"TEE IGUAL FD CC DE/DN 90-63 mm (3""-2"") PN10/PN16"
02-04-004-000-090-075,Fittings,Tee igual,Fierro ductil,90,3-2 1/2,PN10/PN16,CC,5.0,kg,,,"TEE IGUAL FD CC DE/DN 90-75 mm (3""-2 1/2"") PN10/PN16"
02-04-004-000-090-090,Fittings,Tee igual,Fierro ductil,90,3-3,PN10/PN16,CC,6.0,kg,,,"TEE IGUAL FD CC DE/DN 90-90 mm (3""-3"") PN10/PN16"
02-04-004-000-110-063,Fittings,Tee igual,Fierro ductil,110,4-2,PN10/PN16,CC,7.35,kg,,,"TEE IGUAL FD CC DE/DN 110-63 mm (4""-2"") PN10/PN16"
02-04-004-000-110-075,Fittings,Tee igual,Fierro ductil,110,4-2 1/2,PN10/PN16,CC,7.92,kg,,,"TEE IGUAL FD CC DE/DN 110-75 mm (4""-2 1/2"") PN10/PN16"
02-04-004-000-110-090,Fittings,Tee igual,Fierro ductil,110,4-3,PN10/PN16,CC,8.75,kg,,,"TEE IGUAL FD CC DE/DN 110-90 mm (4""-3"") PN10/PN16"
02-04-004-000-110-110,Fittings,Tee igual,Fierro ductil,110,4-4,PN10/PN16,CC,9.2,kg,,,"TEE IGUAL FD CC DE/DN 110-110 mm (4""-4"") PN10/PN16"
02-04-004-000-140-110,Fittings,Tee igual,Fierro ductil,140,5 1/2-4,PN10/PN16,CC,13.7,kg,,,"TEE IGUAL FD CC DE/DN 140-110 mm (5 1/2""-4"") PN10/PN16"
02-04-004-000-140-140,Fittings,Tee igual,Fierro ductil,140,5 1/2-5 1/2,PN10/PN16,CC,15.6,kg,,,"TEE IGUAL FD CC DE/DN 140-140 mm (5 1/2""-5 1/2"") PN10/PN16"
02-04-004-000-160-075,Fittings,Tee igual,Fierro ductil,160,6-2 1/2,PN10/PN16,CC,16.0,kg,,,"TEE IGUAL FD CC DE/DN 160-75 mm (6""-2 1/2"") PN10/PN16"
02-04-004-000-160-110,Fittings,Tee igual,Fierro ductil,160,6-4,PN10/PN16,CC,17.0,kg,,,"TEE IGUAL FD CC DE/DN 160-110 mm (6""-4"") PN10/PN16"
02-04-004-000-160-160,Fittings,Tee igual,Fierro ductil,160,6-6,PN10/PN16,CC,19.0,kg,,,"TEE IGUAL FD CC DE/DN 160-160 mm (6""-6"") PN10/PN16"
02-04-004-000-200-110,Fittings,Tee igual,Fierro ductil,200,8-4,PN10/PN16,CC,22.0,kg,,,"TEE IGUAL FD CC DE/DN 200-110 mm (8""-4"") PN10/PN16"
02-04-004-000-200-200,Fittings,Tee igual,Fierro ductil,200,8-8,PN10/PN16,CC,34.0,kg,,,"TEE IGUAL FD CC DE/DN 200-200 mm (8""-8"") PN10/PN16"
02-04-004-000-250-110,Fittings,Tee igual,Fierro ductil,250,10-4,PN10/PN16,CC,30.0,kg,,,"TEE IGUAL FD CC DE/DN 250-110 mm (10""-4"") PN10/PN16"
02-04-004-000-250-250,Fittings,Tee igual,Fierro ductil,250,10-10,PN10/PN16,CC,35.0,kg,,,"TEE IGUAL FD CC DE/DN 250-250 mm (10""-10"") PN10/PN16"
02-04-007-000-050-01,Fittings,Terminal,Fierro ductil,50,1 1/2,PN10/PN16,B,3.0,kg,,,"TERMINAL FD B DE/DN 50 mm (1 1/2"") PN10/PN16"
02-04-007-000-075-01,Fittings,Terminal,Fierro ductil,75,2 1/2,PN10/PN16,B,5.0,kg,,,"TERMINAL FD B DE/DN 75 mm (2 1/2"") PN10/PN16"
02-04-007-000-100-01,Fittings,Terminal,Fierro ductil,100,4,PN10/PN16,B,7.0,kg,,,"TERMINAL FD B DE/DN 100 mm (4"") PN10/PN16"
02-04-007-000-150-01,Fittings,Terminal,Fierro ductil,150,6,PN10/PN16,B,14.0,kg,,,"TERMINAL FD B DE/DN 150 mm (6"") PN10/PN16"
02-04-007-000-050-063,Fittings,Terminal,Fierro ductil,50,1 1/2-2,PN10/PN16,B,3.6,kg,,,"TERMINAL FD B DE/DN 50-63 mm (1 1/2""-2"") PN10/PN16"
02-04-007-000-075-075,Fittings,Terminal,Fierro ductil,75,2 1/2-2 1/2,PN10/PN16,B,4.0,kg,,,"TERMINAL FD B DE/DN 75-75 mm (2 1/2""-2 1/2"") PN10/PN16"
02-04-007-000-075-090,Fittings,Terminal,Fierro ductil,75,2 1/2-3,PN10/PN16,B,5.2,kg,,,"TERMINAL FD B DE/DN 75-90 mm (2 1/2""-3"") PN10/PN16"
02-04-007-000-100-110,Fittings,Terminal,Fierro ductil,100,4-4,PN10/PN16,B,7.0,kg,,,"TERMINAL FD B DE/DN 100-110 mm (4""-4"") PN10/PN16"
02-04-007-000-125-125,Fittings,Terminal,Fierro ductil,125,5-5,PN10/PN16,B,7.6,kg,,,"TERMINAL FD B DE/DN 125-125 mm (5""-5"") PN10/PN16"
02-04-007-000-125-140,Fittings,Terminal,Fierro ductil,125,5-5 1/2,PN10/PN16,B,8.0,kg,,,"TERMINAL FD B DE/DN 125-140 mm (5""-5 1/2"") PN10/PN16"
02-04-007-000-150-160,Fittings,Terminal,Fierro ductil,150,6-6,PN10/PN16,B,9.5,kg,,,"TERMINAL FD B DE/DN 150-160 mm (6""-6"") PN10/PN16"
02-04-007-000-200-200,Fittings,Terminal,Fierro ductil,200,8-8,PN10/PN16,B,15.7,kg,,,"TERMINAL FD B DE/DN 200-200 mm (8""-8"") PN10/PN16"
02-04-007-000-250-250,Fittings,Terminal,Fierro ductil,250,10-10,PN10/PN16,B,29.0,kg,,,"TERMINAL FD B DE/DN 250-250 mm (10""-10"") PN10/PN16"
02-04-007-000-300-315,Fittings,Terminal,Fierro ductil,300,12-12,PN10/PN16,B,35.0,kg,,,"TERMINAL FD B DE/DN 300-315 mm (12""-12"") PN10/PN16"
02-04-007-000-350-355,Fittings,Terminal,Fierro ductil,350,14-14,PN10/PN16,B,50.0,kg,,,"TERMINAL FD B DE/DN 350-355 mm (14""-14"") PN10/PN16"
02-04-007-000-400-400,Fittings,Terminal,Fierro ductil,400,16-16,PN10/PN16,B,60.0,kg,,,"TERMINAL FD B DE/DN 400-400 mm (16""-16"") PN10/PN16"
02-04-013-000-063,Fittings,Tapon,Fierro ductil,63,2,PN10/PN16,C,1.4,kg,,,"TAPON FD C DE/DN 63 mm (2"") PN10/PN16"
02-04-013-000-075,Fittings,Tapon,Fierro ductil,75,2 1/2,PN10/PN16,C,1.6,kg,,,"TAPON FD C DE/DN 75 mm (2 1/2"") PN10/PN16"
02-04-013-000-090,Fittings,Tapon,Fierro ductil,90,3,PN10/PN16,C,1.8,kg,,,"TAPON FD C DE/DN 90 mm (3"") PN10/PN16"
02-04-013-000-110,Fittings,Tapon,Fierro ductil,110,4,PN10/PN16,C,2.1,kg,,,"TAPON FD C DE/DN 110 mm (4"") PN10/PN16"
02-04-013-000-125,Fittings,Tapon,Fierro ductil,125,5,PN10/PN16,C,4.1,kg,,,"TAPON FD C DE/DN 125 mm (5"") PN10/PN16"
02-04-013-000-160,Fittings,Tapon,Fierro ductil,160,6,PN10/PN16,C,6.4,kg,,,"TAPON FD C DE/DN 160 mm (6"") PN10/PN16"
02-04-013-000-200,Fittings,Tapon,Fierro ductil,200,8,PN10/PN16,C,9.9,kg,,,"TAPON FD C DE/DN 200 mm (8"") PN10/PN16"
03-04-002-000-050,Bridas,Brida ciega,Fierro ductil,50,1 1/2,PN10/PN16,B,4.1,kg,18500.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 50 mm (1 1/2"") Catalogo Dimetales PN10/PN16"
03-04-002-000-075,Bridas,Brida ciega,Fierro ductil,75,2 1/2,PN10/PN16,B,4.3,kg,22400.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 75 mm (2 1/2"") Catalogo Dimetales PN10/PN16"
03-04-002-000-100,Bridas,Brida ciega,Fierro ductil,100,4,PN10/PN16,B,4.3,kg,26300.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 100 mm (4"") Catalogo Dimetales PN10/PN16"
03-04-002-000-125,Bridas,Brida ciega,Fierro ductil,125,5,PN10/PN16,B,7.2,kg,31150.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 125 mm (5"") Catalogo Dimetales PN10/PN16"
03-04-002-000-150,Bridas,Brida ciega,Fierro ductil,150,6,PN10/PN16,B,7.2,kg,36890.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 150 mm (6"") Catalogo Dimetales PN10/PN16"
03-04-002-000-200,Bridas,Brida ciega,Fierro ductil,200,8,PN10/PN16,B,11.0,kg,47140.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 200 mm (8"") Catalogo Dimetales PN10/PN16"
03-04-002-000-250,Bridas,Brida ciega,Fierro ductil,250,10,PN10/PN16,B,16.9,kg,60590.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 250 mm (10"") Catalogo Dimetales PN10/PN16"
03-04-002-000-300,Bridas,Brida ciega,Fierro ductil,300,12,PN10/PN16,B,24.0,kg,74890.0,Hidrocentro Collin,"BRIDA CIEGA FD B DE/DN 300 mm (12"") Catalogo Dimetales PN10/PN16"
03-01-003-000-050,Bridas,Brida soldar,Acero carbono,50,1 1/2,PN10/PN16,B,2.46,kg,6714.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 50 mm (1 1/2"") DIN 2576 PN10/PN16"
03-01-003-000-075,Bridas,Brida soldar,Acero carbono,75,2 1/2,PN10/PN16,B,3.6,kg,23825.0,Hidrocentro Paicavi,"BRIDA SOLDAR ACERO CARB. B DE/DN 75 mm (2 1/2"") DIN 2576 PN10/PN16"
03-01-003-000-075,Bridas,Brida soldar,Acero carbono,75,2 1/2,PN10/PN16,B,3.6,kg,13934.0,Hidrocentro Paicavi,"BRIDA SOLDAR ACERO CARB. B DE/DN 75 mm (2 1/2"") DIN 2576 PN10/PN16"
03-01-003-000-100,Bridas,Brida soldar,Acero carbono,100,4,PN10/PN16,B,4.0,kg,11756.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 100 mm (4"") DIN 2576 PN10/PN16"
03-01-003-000-100,Bridas,Brida soldar,Acero carbono,100,4,PN10/PN16,B,4.0,kg,11756.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 100 mm (4"") DIN 2576 PN10/PN16"
03-01-003-000-125,Bridas,Brida soldar,Acero carbono,125,5,PN10/PN16,B,5.46,kg,15118.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 125 mm (5"") DIN 2576 PN10/PN16"
03-01-003-000-150,Bridas,Brida soldar,Acero carbono,150,6,PN10/PN16,B,6.54,kg,16798.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 150 mm (6"") DIN 2576 PN10/PN16"
03-01-003-000-150,Bridas,Brida soldar,Acero carbono,150,6,PN10/PN16,B,6.54,kg,16798.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 150 mm (6"") DIN 2576 PN10/PN16"
03-01-003-000-200,Bridas,Brida soldar,Acero carbono,200,8,PN10/PN16,B,9.43,kg,26042.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 200 mm (8"") DIN 2576 PN10/PN16"
03-01-003-000-250,Bridas,Brida soldar,Acero carbono,250,10,PN10/PN16,B,11.9,kg,33605.0,WEB,"BRIDA SOLDAR ACERO CARB. B DE/DN 250 mm (10"") DIN 2576 PN10/PN16"
03-01-003-000-300,Bridas,Brida soldar,Acero carbono,300,12,PN10/PN16,B,13.6,kg,,,"BRIDA SOLDAR ACERO CARB. B DE/DN 300 mm (12"") DIN 2576 PN10/PN16"
03-01-003-000-350,Bridas,Brida soldar,Acero carbono,350,14,PN10/PN16,B,18.0,kg,,,"BRIDA SOLDAR ACERO CARB. B DE/DN 350 mm (14"") DIN 2576 PN10/PN16"
03-01-003-000-400,Bridas,Brida soldar,Acero carbono,400,16,PN10/PN16,B,22.0,kg,,,"BRIDA SOLDAR ACERO CARB. B DE/DN 400 mm (16"") DIN 2576 PN10/PN16"
03-01-003-000-450,Bridas,Brida soldar,Acero carbono,450,18,PN10/PN16,B,30.0,kg,,,"BRIDA SOLDAR ACERO CARB. B DE/DN 450 mm (18"") DIN 2576 PN10/PN16"
03-01-003-000-500,Bridas,Brida soldar,Acero carbono,500,20,PN10/PN16,B,40.0,kg,,,"BRIDA SOLDAR ACERO CARB. B DE/DN 500 mm (20"") DIN 2576 PN10/PN16"
03-01-003-000-600,Bridas,Brida soldar,Acero carbono,600,24,PN10/PN16,B,50.0,kg,,,"BRIDA SOLDAR ACERO CARB. B DE/DN 600 mm (24"") DIN 2576 PN10/PN16"
03-02-003-000-050,Bridas,Brida soldar,Acero galvanizado,50,1 1/2,PN10/PN16,B,3.0,kg,,,"BRIDA SOLDAR ACERO GALV. B DE/DN 50 mm (1 1/2"") DIN 2576 PN10/PN16"
03-02-003-000-080,Bridas,Brida soldar,Acero galvanizado,80,3,PN10/PN16,B,3.5,kg,,,"BRIDA SOLDAR ACERO GALV. B DE/DN 80 mm (3"") DIN 2576 PN10/PN16"
03-02-003-000-100,Bridas,Brida soldar,Acero galvanizado,100,4,PN10/PN16,B,4.3,kg,36097.0,Hidrocentro Paicavi,"BRIDA SOLDAR ACERO GALV. B DE/DN 100 mm (4"") DIN 2576 PN10/PN16"
03-02-003-000-100,Bridas,Brida soldar,Acero galvanizado,100,4,PN10/PN16,B,4.3,kg,23700.0,Hidrocentro Paicavi,"BRIDA SOLDAR ACERO GALV. B DE/DN 100 mm (4"") DIN 2576 PN10/PN16"
03-01-004-000-050,Bridas,Brida con hilo BSP,Acero carbono,50,1 1/2,PN10/PN16,B,3.0,kg,,,"BRIDA CON HILO BSP ACERO CARB. B DE/DN 50 mm (1 1/2"") DIN 2576 PN10/PN16"
03-01-004-000-080,Bridas,Brida con hilo BSP,Acero carbono,80,3,PN10/PN16,B,3.5,kg,,,"BRIDA CON HILO BSP ACERO CARB. B DE/DN 80 mm (3"") DIN 2576 PN10/PN16"
03-01-004-000-100,Bridas,Brida con hilo BSP,Acero carbono,100,4,PN10/PN16,B,4.3,kg,,,"BRIDA CON HILO BSP ACERO CARB. B DE/DN 100 mm (4"") DIN 2576 PN10/PN16"
03-02-004-000-050,Bridas,Brida con hilo BSP,Acero galvanizado,50,1 1/2,PN10/PN16,B,3.0,kg,,,"BRIDA CON HILO BSP ACERO GALV. B DE/DN 50 mm (1 1/2"") DIN 2576 PN10/PN16"
03-02-004-000-080,Bridas,Brida con hilo BSP,Acero galvanizado,80,3,PN10/PN16,B,3.5,kg,,,"BRIDA CON HILO BSP ACERO GALV. B DE/DN 80 mm (3"") DIN 2576 PN10/PN16"
03-02-004-000-100,Bridas,Brida con hilo BSP,Acero galvanizado,100,4,PN10/PN16,B,4.3,kg,,,"BRIDA CON HILO BSP ACERO GALV. B DE/DN 100 mm (4"") DIN 2576 PN10/PN16"
03-04-001-000-063,Bridas,Brida respaldo,Fierro ductil,63,2,PN10/PN16,B,2.0,kg,,,"BRIDA RESPALDO FD B DE/DN 63 mm (2"") Catalogo Dimetales PN10/PN16"
03-04-001-000-075,Bridas,Brida respaldo,Fierro ductil,75,2 1/2,PN10/PN16,B,2.5,kg,22400.0,Hidrocentro Collin,"BRIDA RESPALDO FD B DE/DN 75 mm (2 1/2"") Catalogo Dimetales PN10/PN16"
03-04-001-000-090,Bridas,Brida respaldo,Fierro ductil,90,3,PN10/PN16,B,2.86,kg,,,"BRIDA RESPALDO FD B DE/DN 90 mm (3"") Catalogo Dimetales PN10/PN16"
03-04-001-000-110,Bridas,Brida respaldo,Fierro ductil,110,4,PN10/PN16,B,3.27,kg,,,"BRIDA RESPALDO FD B DE/DN 110 mm (4"") Catalogo Dimetales PN10/PN16"
03-04-001-000-160,Bridas,Brida respaldo,Fierro ductil,160,6,PN10/PN16,B,5.07,kg,,,"BRIDA RESPALDO FD B DE/DN 160 mm (6"") Catalogo Dimetales PN10/PN16"
03-04-001-000-200,Bridas,Brida respaldo,Fierro ductil,200,8,PN10/PN16,B,7.67,kg,47140.0,Hidrocentro Collin,"BRIDA RESPALDO FD B DE/DN 200 mm (8"") Catalogo Dimetales PN10/PN16"
03-04-001-000-355,Bridas,Brida respaldo,Fierro ductil,355,14,PN10/PN16,B,19.0,kg,,,"BRIDA RESPALDO FD B DE/DN 355 mm (14"") Catalogo Dimetales PN10/PN16"
02-04-999-000-600-01,Fittings,Anillo tapa sendo,Fierro ductil,600,24,PN10/PN16,TAPA,45.0,kg,,,"ANILLO TAPA SENDO FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-02,Fittings,Tapa sendo,Fierro ductil,600,24,PN10/PN16,TAPA,13.0,kg,,,"TAPA SENDO FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-03,Fittings,Anillo tapa sendo vereda,Fierro ductil,600,24,PN10/PN16,TAPA,43.0,kg,,,"ANILLO TAPA SENDO VEREDA FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-04,Fittings,Tapa sendo vereda,Fierro ductil,600,24,PN10/PN16,TAPA,10.0,kg,,,"TAPA SENDO VEREDA FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-05,Fittings,Tapa sendo 4 medias canas,Fierro ductil,600,24,PN10/PN16,TAPA,15.0,kg,,,"TAPA SENDO 4 MEDIAS CANAS FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-06,Fittings,Tapa NCh2080 D400 AP,Fierro ductil,600,24,PN10/PN16,TAPA,55.0,kg,,,"TAPA NCH2080 D400 AP FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-07,Fittings,Tapa NCh2080 D400 ALC,Fierro ductil,600,24,PN10/PN16,TAPA,55.0,kg,,,"TAPA NCH2080 D400 ALC FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-08,Fittings,Tapa NCh2080 C250 AP,Fierro ductil,600,24,PN10/PN16,TAPA,50.0,kg,,,"TAPA NCH2080 C250 AP FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-04-999-000-600-09,Fittings,Tapa NCh2080 C250 ALC,Fierro ductil,600,24,PN10/PN16,TAPA,50.0,kg,,,"TAPA NCH2080 C250 ALC FD TAPA DE/DN 600 mm (24"") PN10/PN16"
02-03-006-000-016,Fittings,Copla,HDPE,16,5/8,PN10/PN16,EF,0.057,kg,,,"COPLA HDPE EF DE/DN 16 mm (5/8"") PN10/PN16"
02-03-006-000-020,Fittings,Copla,HDPE,20,1/2,PN10/PN16,EF,0.048,kg,1988.0,WEB,"COPLA HDPE EF DE/DN 20 mm (1/2"") PN10/PN16"
02-03-006-000-025,Fittings,Copla,HDPE,25,3/4,PN10/PN16,EF,0.038,kg,2097.0,WEB,"COPLA HDPE EF DE/DN 25 mm (3/4"") PN10/PN16"
02-03-006-000-032,Fittings,Copla,HDPE,32,1,PN10/PN16,EF,0.06,kg,2118.0,WEB,"COPLA HDPE EF DE/DN 32 mm (1"") PN10/PN16"
02-03-006-000-040,Fittings,Copla,HDPE,40,1 1/4,PN10/PN16,EF,0.098,kg,2856.0,WEB,"COPLA HDPE EF DE/DN 40 mm (1 1/4"") PN10/PN16"
02-03-006-000-050,Fittings,Copla,HDPE,50,1 1/2,PN10/PN16,EF,0.15,kg,3152.0,WEB,"COPLA HDPE EF DE/DN 50 mm (1 1/2"") PN10/PN16"
02-03-006-000-063,Fittings,Copla,HDPE,63,2,PN10/PN16,EF,0.23,kg,4271.0,WEB,"COPLA HDPE EF DE/DN 63 mm (2"") PN10/PN16"
02-03-006-000-075,Fittings,Copla,HDPE,75,2 1/2,PN10/PN16,EF,0.344,kg,6204.0,WEB,"COPLA HDPE EF DE/DN 75 mm (2 1/2"") PN10/PN16"
02-03-006-000-090,Fittings,Copla,HDPE,90,3,PN10/PN16,EF,0.567,kg,5020.0,COTIZACION,"COPLA HDPE EF DE/DN 90 mm (3"") PN10/PN16"
02-03-006-000-110,Fittings,Copla,HDPE,110,4,PN10/PN16,EF,0.807,kg,9919.0,WEB,"COPLA HDPE EF DE/DN 110 mm (4"") PN10/PN16"
02-03-006-000-125,Fittings,Copla,HDPE,125,5,PN10/PN16,EF,1.004,kg,18251.0,COTIZACION,"COPLA HDPE EF DE/DN 125 mm (5"") PN10/PN16"
02-03-006-000-140,Fittings,Copla,HDPE,140,5 1/2,PN10/PN16,EF,1.339,kg,17555.0,WEB,"COPLA HDPE EF DE/DN 140 mm (5 1/2"") PN10/PN16"
02-03-006-000-160,Fittings,Copla,HDPE,160,6,PN10/PN16,EF,1.822,kg,19691.0,WEB,"COPLA HDPE EF DE/DN 160 mm (6"") PN10/PN16"
02-03-006-000-180,Fittings,Copla,HDPE,180,7,PN10/PN16,EF,2.553,kg,25072.0,WEB,"COPLA HDPE EF DE/DN 180 mm (7"") PN10/PN16"
02-03-006-000-200,Fittings,Copla,HDPE,200,8,PN10/PN16,EF,3.26,kg,30118.0,WEB,"COPLA HDPE EF DE/DN 200 mm (8"") PN10/PN16"
02-03-006-000-225,Fittings,Copla,HDPE,225,9,PN10/PN16,EF,4.26,kg,40257.0,WEB,"COPLA HDPE EF DE/DN 225 mm (9"") PN10/PN16"
02-03-006-000-250,Fittings,Copla,HDPE,250,10,PN10/PN16,EF,5.52,kg,57445.0,WEB,"COPLA HDPE EF DE/DN 250 mm (10"") PN10/PN16"
02-03-006-000-280,Fittings,Copla,HDPE,280,11,PN10/PN16,EF,6.14,kg,68765.0,WEB,"COPLA HDPE EF DE/DN 280 mm (11"") PN10/PN16"
02-03-006-000-315,Fittings,Copla,HDPE,315,12,PN10/PN16,EF,8.72,kg,91962.0,WEB,"COPLA HDPE EF DE/DN 315 mm (12"") PN10/PN16"
02-03-006-000-355,Fittings,Copla,HDPE,355,14,PN10/PN16,EF,10.384,kg,133301.0,WEB,"COPLA HDPE EF DE/DN 355 mm (14"") PN10/PN16"
02-03-006-000-400,Fittings,Copla,HDPE,400,16,PN10/PN16,EF,13.866,kg,183462.0,WEB,"COPLA HDPE EF DE/DN 400 mm (16"") PN10/PN16"
02-03-006-000-450,Fittings,Copla,HDPE,450,18,PN10/PN16,EF,15.8,kg,381782.0,WEB,"COPLA HDPE EF DE/DN 450 mm (18"") PN10/PN16"
02-03-006-000-500,Fittings,Copla,HDPE,500,20,PN10/PN16,EF,20.0,kg,386745.0,WEB,"COPLA HDPE EF DE/DN 500 mm (20"") PN10/PN16"
02-03-006-000-560,Fittings,Copla,HDPE,560,22,PN10/PN16,EF,28.0,kg,,,"COPLA HDPE EF DE/DN 560 mm (22"") PN10/PN16"
